Date,Product_ID,Product_Name,Category,Region,Sales_Qty,Stock_Level,Lead_Time,Unit_Price,Revenue,Season
01-04-2022,P004,Cotton Shirt,Clothing,South,12,54,6,800,9600,Summer
01-04-2022,P005,Denim Jeans,Clothing,East,6,66,5,1200,7200,Summer
01-04-2022,P006,Winter Jacket,Clothing,South,6,91,9,2500,15000,Summer
01-04-2022,P007,Lipstick,Cosmetics,North,7,52,7,500,3500,Summer
01-04-2022,P008,Face Cream,Cosmetics,East,12,43,12,700,8400,Summer
01-04-2022,P009,Perfume,Cosmetics,South,11,109,9,1500,16500,Summer
02-04-2022,P001,Basmati Rice,Grocery,North,56,154,3,60,3360,Summer
02-04-2022,P002,Wheat Flour,Grocery,North,55,113,3,40,2200,Summer
02-04-2022,P003,Cooking Oil,Grocery,North,37,67,2,150,5550,Summer
02-04-2022,P004,Cotton Shirt,Clothing,East,5,89,6,800,4000,Summer
02-04-2022,P005,Denim Jeans,Clothing,South,21,68,9,1200,25200,Summer
02-04-2022,P006,Winter Jacket,Clothing,North,14,61,7,2500,35000,Summer
02-04-2022,P007,Lipstick,Cosmetics,South,5,52,7,500,2500,Summer
02-04-2022,P008,Face Cream,Cosmetics,West,11,87,9,700,7700,Summer
02-04-2022,P009,Perfume,Cosmetics,South,10,104,7,1500,15000,Summer
03-04-2022,P001,Basmati Rice,Grocery,West,26,118,2,60,1560,Summer
03-04-2022,P002,Wheat Flour,Grocery,South,49,107,4,40,1960,Summer
03-04-2022,P003,Cooking Oil,Grocery,South,20,66,3,150,3000,Summer
03-04-2022,P004,Cotton Shirt,Clothing,South,7,55,8,800,5600,Summer
03-04-2022,P005,Denim Jeans,Clothing,East,24,123,5,1200,28800,Summer
03-04-2022,P006,Winter Jacket,Clothing,North,20,110,6,2500,50000,Summer
03-04-2022,P007,Lipstick,Cosmetics,North,13,59,13,500,6500,Summer
03-04-2022,P008,Face Cream,Cosmetics,East,4,79,12,700,2800,Summer
03-04-2022,P009,Perfume,Cosmetics,South,5,36,11,1500,7500,Summer
04-04-2022,P001,Basmati Rice,Grocery,North,56,107,2,60,3360,Summer
04-04-2022,P002,Wheat Flour,Grocery,South,25,60,2,40,1000,Summer
04-04-2022,P003,Cooking Oil,Grocery,East,45,118,4,150,6750,Summer
04-04-2022,P004,Cotton Shirt,Clothing,East,17,110,5,800,13600,Summer
04-04-2022,P005,Denim Jeans,Clothing,North,5,72,9,1200,6000,Summer
04-04-2022,P006,Winter Jacket,Clothing,East,7,65,5,2500,17500,Summer
04-04-2022,P007,Lipstick,Cosmetics,North,5,92,9,500,2500,Summer
04-04-2022,P008,Face Cream,Cosmetics,East,6,41,13,700,4200,Summer
04-04-2022,P009,Perfume,Cosmetics,South,7,96,8,1500,10500,Summer
05-04-2022,P001,Basmati Rice,Grocery,East,31,92,4,60,1860,Summer
05-04-2022,P002,Wheat Flour,Grocery,North,21,63,4,40,840,Summer
05-04-2022,P003,Cooking Oil,Grocery,West,41,95,2,150,6150,Summer
05-04-2022,P004,Cotton Shirt,Clothing,South,12,58,5,800,9600,Summer
05-04-2022,P005,Denim Jeans,Clothing,West,13,59,6,1200,15600,Summer
05-04-2022,P006,Winter Jacket,Clothing,West,22,80,9,2500,55000,Summer
05-04-2022,P007,Lipstick,Cosmetics,South,4,50,11,500,2000,Summer
05-04-2022,P008,Face Cream,Cosmetics,East,13,62,10,700,9100,Summer
05-04-2022,P009,Perfume,Cosmetics,North,13,57,8,1500,19500,Summer
06-04-2022,P001,Basmati Rice,Grocery,West,45,123,3,60,2700,Summer
06-04-2022,P002,Wheat Flour,Grocery,South,52,98,2,40,2080,Summer
06-04-2022,P003,Cooking Oil,Grocery,West,22,106,3,150,3300,Summer
06-04-2022,P004,Cotton Shirt,Clothing,West,18,63,5,800,14400,Summer
06-04-2022,P005,Denim Jeans,Clothing,North,20,78,8,1200,24000,Summer
06-04-2022,P006,Winter Jacket,Clothing,West,20,92,6,2500,50000,Summer
06-04-2022,P007,Lipstick,Cosmetics,East,6,98,10,500,3000,Summer
06-04-2022,P008,Face Cream,Cosmetics,North,4,47,10,700,2800,Summer
06-04-2022,P009,Perfume,Cosmetics,South,10,65,10,1500,15000,Summer
07-04-2022,P001,Basmati Rice,Grocery,West,21,73,2,60,1260,Summer
07-04-2022,P002,Wheat Flour,Grocery,West,39,123,3,40,1560,Summer
07-04-2022,P003,Cooking Oil,Grocery,West,38,73,2,150,5700,Summer
07-04-2022,P004,Cotton Shirt,Clothing,South,24,104,7,800,19200,Summer
07-04-2022,P005,Denim Jeans,Clothing,West,15,92,7,1200,18000,Summer
07-04-2022,P006,Winter Jacket,Clothing,East,7,105,9,2500,17500,Summer
07-04-2022,P007,Lipstick,Cosmetics,North,8,54,11,500,4000,Summer
07-04-2022,P008,Face Cream,Cosmetics,North,10,74,10,700,7000,Summer
07-04-2022,P009,Perfume,Cosmetics,South,12,58,12,1500,18000,Summer
08-04-2022,P001,Basmati Rice,Grocery,East,20,53,3,60,1200,Summer
08-04-2022,P002,Wheat Flour,Grocery,South,40,138,4,40,1600,Summer
08-04-2022,P003,Cooking Oil,Grocery,North,29,66,2,150,4350,Summer
08-04-2022,P004,Cotton Shirt,Clothing,East,13,50,7,800,10400,Summer
08-04-2022,P005,Denim Jeans,Clothing,North,14,51,6,1200,16800,Summer
08-04-2022,P006,Winter Jacket,Clothing,North,20,70,8,2500,50000,Summer
08-04-2022,P007,Lipstick,Cosmetics,East,12,79,10,500,6000,Summer
08-04-2022,P008,Face Cream,Cosmetics,South,3,83,8,700,2100,Summer
08-04-2022,P009,Perfume,Cosmetics,West,7,93,9,1500,10500,Summer
09-04-2022,P001,Basmati Rice,Grocery,South,47,124,3,60,2820,Summer
09-04-2022,P002,Wheat Flour,Grocery,South,51,105,4,40,2040,Summer
09-04-2022,P003,Cooking Oil,Grocery,West,59,121,2,150,8850,Summer
09-04-2022,P004,Cotton Shirt,Clothing,East,9,73,6,800,7200,Summer
09-04-2022,P005,Denim Jeans,Clothing,South,18,77,6,1200,21600,Summer
09-04-2022,P006,Winter Jacket,Clothing,West,6,71,9,2500,15000,Summer
09-04-2022,P007,Lipstick,Cosmetics,West,7,55,12,500,3500,Summer
09-04-2022,P008,Face Cream,Cosmetics,West,10,73,8,700,7000,Summer
09-04-2022,P009,Perfume,Cosmetics,North,5,63,9,1500,7500,Summer
10-04-2022,P001,Basmati Rice,Grocery,South,31,88,3,60,1860,Summer
10-04-2022,P002,Wheat Flour,Grocery,South,31,67,3,40,1240,Summer
10-04-2022,P003,Cooking Oil,Grocery,West,42,103,4,150,6300,Summer
10-04-2022,P004,Cotton Shirt,Clothing,North,14,84,6,800,11200,Summer
10-04-2022,P005,Denim Jeans,Clothing,South,12,73,8,1200,14400,Summer
10-04-2022,P006,Winter Jacket,Clothing,South,8,63,9,2500,20000,Summer
10-04-2022,P007,Lipstick,Cosmetics,North,3,72,12,500,1500,Summer
10-04-2022,P008,Face Cream,Cosmetics,North,7,61,7,700,4900,Summer
10-04-2022,P009,Perfume,Cosmetics,West,7,90,9,1500,10500,Summer
11-04-2022,P001,Basmati Rice,Grocery,North,53,140,3,60,3180,Summer
11-04-2022,P002,Wheat Flour,Grocery,South,23,108,2,40,920,Summer
11-04-2022,P003,Cooking Oil,Grocery,South,34,117,4,150,5100,Summer
11-04-2022,P004,Cotton Shirt,Clothing,South,22,87,8,800,17600,Summer
11-04-2022,P005,Denim Jeans,Clothing,West,7,97,6,1200,8400,Summer
11-04-2022,P006,Winter Jacket,Clothing,East,13,83,9,2500,32500,Summer
11-04-2022,P007,Lipstick,Cosmetics,East,14,112,7,500,7000,Summer
11-04-2022,P008,Face Cream,Cosmetics,East,13,77,12,700,9100,Summer
11-04-2022,P009,Perfume,Cosmetics,East,8,60,7,1500,12000,Summer
12-04-2022,P001,Basmati Rice,Grocery,East,28,59,2,60,1680,Summer
12-04-2022,P002,Wheat Flour,Grocery,South,43,129,4,40,1720,Summer
12-04-2022,P003,Cooking Oil,Grocery,East,23,82,4,150,3450,Summer
12-04-2022,P004,Cotton Shirt,Clothing,South,8,68,9,800,6400,Summer
12-04-2022,P005,Denim Jeans,Clothing,East,20,70,5,1200,24000,Summer
12-04-2022,P006,Winter Jacket,Clothing,North,23,114,9,2500,57500,Summer
12-04-2022,P007,Lipstick,Cosmetics,East,4,102,8,500,2000,Summer
12-04-2022,P008,Face Cream,Cosmetics,North,7,46,10,700,4900,Summer
12-04-2022,P009,Perfume,Cosmetics,West,3,62,7,1500,4500,Summer
13-04-2022,P001,Basmati Rice,Grocery,North,24,91,4,60,1440,Summer
13-04-2022,P002,Wheat Flour,Grocery,South,52,143,2,40,2080,Summer
13-04-2022,P003,Cooking Oil,Grocery,West,29,59,4,150,4350,Summer
13-04-2022,P004,Cotton Shirt,Clothing,North,20,69,5,800,16000,Summer
13-04-2022,P005,Denim Jeans,Clothing,North,22,108,7,1200,26400,Summer
13-04-2022,P006,Winter Jacket,Clothing,North,14,83,5,2500,35000,Summer
13-04-2022,P007,Lipstick,Cosmetics,North,9,90,11,500,4500,Summer
13-04-2022,P008,Face Cream,Cosmetics,West,5,100,13,700,3500,Summer
13-04-2022,P009,Perfume,Cosmetics,South,3,59,13,1500,4500,Summer
14-04-2022,P001,Basmati Rice,Grocery,South,55,153,4,60,3300,Summer
14-04-2022,P002,Wheat Flour,Grocery,South,26,91,2,40,1040,Summer
14-04-2022,P003,Cooking Oil,Grocery,North,24,82,2,150,3600,Summer
14-04-2022,P004,Cotton Shirt,Clothing,West,9,80,7,800,7200,Summer
14-04-2022,P005,Denim Jeans,Clothing,South,15,67,5,1200,18000,Summer
14-04-2022,P006,Winter Jacket,Clothing,West,19,72,7,2500,47500,Summer
14-04-2022,P007,Lipstick,Cosmetics,East,14,63,7,500,7000,Summer
14-04-2022,P008,Face Cream,Cosmetics,North,13,101,12,700,9100,Summer
14-04-2022,P009,Perfume,Cosmetics,South,13,81,8,1500,19500,Summer
15-04-2022,P001,Basmati Rice,Grocery,West,27,92,3,60,1620,Summer
15-04-2022,P002,Wheat Flour,Grocery,East,28,108,4,40,1120,Summer
15-04-2022,P003,Cooking Oil,Grocery,South,47,140,2,150,7050,Summer
15-04-2022,P004,Cotton Shirt,Clothing,South,20,87,8,800,16000,Summer
15-04-2022,P005,Denim Jeans,Clothing,West,5,91,8,1200,6000,Summer
15-04-2022,P006,Winter Jacket,Clothing,North,16,63,6,2500,40000,Summer
15-04-2022,P007,Lipstick,Cosmetics,South,9,100,10,500,4500,Summer
15-04-2022,P008,Face Cream,Cosmetics,East,8,82,12,700,5600,Summer
15-04-2022,P009,Perfume,Cosmetics,South,8,87,9,1500,12000,Summer
16-04-2022,P001,Basmati Rice,Grocery,East,41,137,2,60,2460,Summer
16-04-2022,P002,Wheat Flour,Grocery,West,36,131,3,40,1440,Summer
16-04-2022,P003,Cooking Oil,Grocery,South,38,76,4,150,5700,Summer
16-04-2022,P004,Cotton Shirt,Clothing,North,10,63,7,800,8000,Summer
16-04-2022,P005,Denim Jeans,Clothing,West,12,76,8,1200,14400,Summer
16-04-2022,P006,Winter Jacket,Clothing,West,8,43,8,2500,20000,Summer
16-04-2022,P007,Lipstick,Cosmetics,East,4,85,10,500,2000,Summer
16-04-2022,P008,Face Cream,Cosmetics,East,13,97,10,700,9100,Summer
16-04-2022,P009,Perfume,Cosmetics,South,6,74,7,1500,9000,Summer
17-04-2022,P001,Basmati Rice,Grocery,North,31,117,3,60,1860,Summer
17-04-2022,P002,Wheat Flour,Grocery,East,24,109,3,40,960,Summer
17-04-2022,P003,Cooking Oil,Grocery,South,22,117,3,150,3300,Summer
17-04-2022,P004,Cotton Shirt,Clothing,West,6,60,5,800,4800,Summer
17-04-2022,P005,Denim Jeans,Clothing,East,18,85,8,1200,21600,Summer
17-04-2022,P006,Winter Jacket,Clothing,East,12,90,6,2500,30000,Summer
17-04-2022,P007,Lipstick,Cosmetics,North,8,74,13,500,4000,Summer
17-04-2022,P008,Face Cream,Cosmetics,West,12,89,12,700,8400,Summer
17-04-2022,P009,Perfume,Cosmetics,South,14,45,7,1500,21000,Summer
18-04-2022,P001,Basmati Rice,Grocery,West,24,77,2,60,1440,Summer
18-04-2022,P002,Wheat Flour,Grocery,South,46,122,2,40,1840,Summer
18-04-2022,P003,Cooking Oil,Grocery,North,42,86,3,150,6300,Summer
18-04-2022,P004,Cotton Shirt,Clothing,West,23,56,7,800,18400,Summer
18-04-2022,P005,Denim Jeans,Clothing,West,5,92,7,1200,6000,Summer
18-04-2022,P006,Winter Jacket,Clothing,North,10,75,6,2500,25000,Summer
18-04-2022,P007,Lipstick,Cosmetics,North,14,44,12,500,7000,Summer
18-04-2022,P008,Face Cream,Cosmetics,West,4,97,7,700,2800,Summer
18-04-2022,P009,Perfume,Cosmetics,South,12,77,7,1500,18000,Summer
19-04-2022,P001,Basmati Rice,Grocery,East,25,57,3,60,1500,Summer
19-04-2022,P002,Wheat Flour,Grocery,South,40,95,2,40,1600,Summer
19-04-2022,P003,Cooking Oil,Grocery,West,56,132,4,150,8400,Summer
19-04-2022,P004,Cotton Shirt,Clothing,East,6,62,6,800,4800,Summer
19-04-2022,P005,Denim Jeans,Clothing,South,18,58,9,1200,21600,Summer
19-04-2022,P006,Winter Jacket,Clothing,West,12,104,8,2500,30000,Summer
19-04-2022,P007,Lipstick,Cosmetics,South,11,49,8,500,5500,Summer
19-04-2022,P008,Face Cream,Cosmetics,North,6,72,11,700,4200,Summer
19-04-2022,P009,Perfume,Cosmetics,West,8,68,7,1500,12000,Summer
20-04-2022,P001,Basmati Rice,Grocery,North,28,86,4,60,1680,Summer
20-04-2022,P002,Wheat Flour,Grocery,West,47,81,3,40,1880,Summer
20-04-2022,P003,Cooking Oil,Grocery,North,46,100,2,150,6900,Summer
20-04-2022,P004,Cotton Shirt,Clothing,North,14,95,9,800,11200,Summer
20-04-2022,P005,Denim Jeans,Clothing,South,6,37,9,1200,7200,Summer
20-04-2022,P006,Winter Jacket,Clothing,East,20,114,5,2500,50000,Summer
20-04-2022,P007,Lipstick,Cosmetics,North,5,80,12,500,2500,Summer
20-04-2022,P008,Face Cream,Cosmetics,West,3,56,9,700,2100,Summer
20-04-2022,P009,Perfume,Cosmetics,West,10,55,9,1500,15000,Summer
21-04-2022,P001,Basmati Rice,Grocery,South,34,74,2,60,2040,Summer
21-04-2022,P002,Wheat Flour,Grocery,West,24,94,3,40,960,Summer
21-04-2022,P003,Cooking Oil,Grocery,East,58,94,2,150,8700,Summer
21-04-2022,P004,Cotton Shirt,Clothing,North,6,67,9,800,4800,Summer
21-04-2022,P005,Denim Jeans,Clothing,West,17,106,8,1200,20400,Summer
21-04-2022,P006,Winter Jacket,Clothing,East,20,114,7,2500,50000,Summer
21-04-2022,P007,Lipstick,Cosmetics,West,6,103,8,500,3000,Summer
21-04-2022,P008,Face Cream,Cosmetics,West,7,80,12,700,4900,Summer
21-04-2022,P009,Perfume,Cosmetics,South,14,74,13,1500,21000,Summer
22-04-2022,P001,Basmati Rice,Grocery,South,56,133,3,60,3360,Summer
22-04-2022,P002,Wheat Flour,Grocery,East,58,89,4,40,2320,Summer
22-04-2022,P003,Cooking Oil,Grocery,East,56,97,2,150,8400,Summer
22-04-2022,P004,Cotton Shirt,Clothing,North,14,86,9,800,11200,Summer
22-04-2022,P005,Denim Jeans,Clothing,South,21,68,5,1200,25200,Summer
22-04-2022,P006,Winter Jacket,Clothing,North,19,90,9,2500,47500,Summer
22-04-2022,P007,Lipstick,Cosmetics,South,13,56,8,500,6500,Summer
22-04-2022,P008,Face Cream,Cosmetics,South,12,99,8,700,8400,Summer
22-04-2022,P009,Perfume,Cosmetics,West,6,87,8,1500,9000,Summer
23-04-2022,P001,Basmati Rice,Grocery,West,24,85,2,60,1440,Summer
23-04-2022,P002,Wheat Flour,Grocery,South,31,117,2,40,1240,Summer
23-04-2022,P003,Cooking Oil,Grocery,South,22,76,4,150,3300,Summer
23-04-2022,P004,Cotton Shirt,Clothing,West,13,103,5,800,10400,Summer
23-04-2022,P005,Denim Jeans,Clothing,West,16,114,6,1200,19200,Summer
23-04-2022,P006,Winter Jacket,Clothing,South,6,65,7,2500,15000,Summer
23-04-2022,P007,Lipstick,Cosmetics,East,13,102,8,500,6500,Summer
23-04-2022,P008,Face Cream,Cosmetics,West,13,60,10,700,9100,Summer
23-04-2022,P009,Perfume,Cosmetics,South,13,72,13,1500,19500,Summer
24-04-2022,P001,Basmati Rice,Grocery,North,39,87,2,60,2340,Summer
24-04-2022,P002,Wheat Flour,Grocery,West,27,83,3,40,1080,Summer
24-04-2022,P003,Cooking Oil,Grocery,East,48,118,2,150,7200,Summer
24-04-2022,P004,Cotton Shirt,Clothing,East,19,55,8,800,15200,Summer
24-04-2022,P005,Denim Jeans,Clothing,South,9,64,9,1200,10800,Summer
24-04-2022,P006,Winter Jacket,Clothing,North,5,52,9,2500,12500,Summer
24-04-2022,P007,Lipstick,Cosmetics,South,9,71,7,500,4500,Summer
24-04-2022,P008,Face Cream,Cosmetics,South,8,83,8,700,5600,Summer
24-04-2022,P009,Perfume,Cosmetics,East,3,94,12,1500,4500,Summer
25-04-2022,P001,Basmati Rice,Grocery,South,41,109,4,60,2460,Summer
25-04-2022,P002,Wheat Flour,Grocery,West,26,68,2,40,1040,Summer
25-04-2022,P003,Cooking Oil,Grocery,North,28,59,2,150,4200,Summer
25-04-2022,P004,Cotton Shirt,Clothing,East,7,39,6,800,5600,Summer
25-04-2022,P005,Denim Jeans,Clothing,South,7,41,7,1200,8400,Summer
25-04-2022,P006,Winter Jacket,Clothing,South,9,101,6,2500,22500,Summer
25-04-2022,P007,Lipstick,Cosmetics,North,10,61,12,500,5000,Summer
25-04-2022,P008,Face Cream,Cosmetics,North,8,52,7,700,5600,Summer
25-04-2022,P009,Perfume,Cosmetics,East,3,96,13,1500,4500,Summer
26-04-2022,P001,Basmati Rice,Grocery,South,57,112,2,60,3420,Summer
26-04-2022,P002,Wheat Flour,Grocery,South,44,126,4,40,1760,Summer
26-04-2022,P003,Cooking Oil,Grocery,North,57,113,3,150,8550,Summer
26-04-2022,P004,Cotton Shirt,Clothing,East,17,86,8,800,13600,Summer
26-04-2022,P005,Denim Jeans,Clothing,West,16,91,9,1200,19200,Summer
26-04-2022,P006,Winter Jacket,Clothing,North,9,104,5,2500,22500,Summer
26-04-2022,P007,Lipstick,Cosmetics,South,14,103,13,500,7000,Summer
26-04-2022,P008,Face Cream,Cosmetics,North,11,67,13,700,7700,Summer
26-04-2022,P009,Perfume,Cosmetics,North,6,80,10,1500,9000,Summer
27-04-2022,P001,Basmati Rice,Grocery,East,57,111,3,60,3420,Summer
27-04-2022,P002,Wheat Flour,Grocery,South,22,102,2,40,880,Summer
27-04-2022,P003,Cooking Oil,Grocery,West,44,78,3,150,6600,Summer
27-04-2022,P004,Cotton Shirt,Clothing,East,24,86,8,800,19200,Summer
27-04-2022,P005,Denim Jeans,Clothing,West,17,85,8,1200,20400,Summer
27-04-2022,P006,Winter Jacket,Clothing,West,22,66,9,2500,55000,Summer
27-04-2022,P007,Lipstick,Cosmetics,West,3,50,8,500,1500,Summer
27-04-2022,P008,Face Cream,Cosmetics,North,12,70,12,700,8400,Summer
27-04-2022,P009,Perfume,Cosmetics,East,9,95,8,1500,13500,Summer
28-04-2022,P001,Basmati Rice,Grocery,South,48,130,4,60,2880,Summer
28-04-2022,P002,Wheat Flour,Grocery,East,52,99,2,40,2080,Summer
28-04-2022,P003,Cooking Oil,Grocery,South,36,135,4,150,5400,Summer
28-04-2022,P004,Cotton Shirt,Clothing,West,8,48,6,800,6400,Summer
28-04-2022,P005,Denim Jeans,Clothing,North,21,66,6,1200,25200,Summer
28-04-2022,P006,Winter Jacket,Clothing,West,21,100,8,2500,52500,Summer
28-04-2022,P007,Lipstick,Cosmetics,West,11,106,11,500,5500,Summer
28-04-2022,P008,Face Cream,Cosmetics,North,6,105,13,700,4200,Summer
28-04-2022,P009,Perfume,Cosmetics,North,4,80,8,1500,6000,Summer
29-04-2022,P001,Basmati Rice,Grocery,North,33,93,4,60,1980,Summer
29-04-2022,P002,Wheat Flour,Grocery,West,36,101,3,40,1440,Summer
29-04-2022,P003,Cooking Oil,Grocery,South,46,93,2,150,6900,Summer
29-04-2022,P004,Cotton Shirt,Clothing,West,12,95,7,800,9600,Summer
29-04-2022,P005,Denim Jeans,Clothing,North,7,99,5,1200,8400,Summer
29-04-2022,P006,Winter Jacket,Clothing,West,23,67,7,2500,57500,Summer
29-04-2022,P007,Lipstick,Cosmetics,North,13,68,13,500,6500,Summer
29-04-2022,P008,Face Cream,Cosmetics,West,8,60,9,700,5600,Summer
29-04-2022,P009,Perfume,Cosmetics,East,13,50,11,1500,19500,Summer
30-04-2022,P001,Basmati Rice,Grocery,South,33,71,4,60,1980,Summer
30-04-2022,P002,Wheat Flour,Grocery,West,31,99,3,40,1240,Summer
30-04-2022,P003,Cooking Oil,Grocery,East,44,88,4,150,6600,Summer
30-04-2022,P004,Cotton Shirt,Clothing,West,22,64,8,800,17600,Summer
30-04-2022,P005,Denim Jeans,Clothing,South,13,77,9,1200,15600,Summer
30-04-2022,P006,Winter Jacket,Clothing,South,12,84,6,2500,30000,Summer
30-04-2022,P007,Lipstick,Cosmetics,South,14,55,8,500,7000,Summer
30-04-2022,P008,Face Cream,Cosmetics,East,9,66,12,700,6300,Summer
30-04-2022,P009,Perfume,Cosmetics,North,8,43,11,1500,12000,Summer
01-05-2022,P001,Basmati Rice,Grocery,West,43,112,4,60,2580,Summer
01-05-2022,P002,Wheat Flour,Grocery,South,43,116,2,40,1720,Summer
01-05-2022,P003,Cooking Oil,Grocery,West,26,90,2,150,3900,Summer
01-05-2022,P004,Cotton Shirt,Clothing,East,18,71,9,800,14400,Summer
01-05-2022,P005,Denim Jeans,Clothing,West,8,86,6,1200,9600,Summer
01-05-2022,P006,Winter Jacket,Clothing,North,11,79,8,2500,27500,Summer
01-05-2022,P007,Lipstick,Cosmetics,South,12,66,11,500,6000,Summer
01-05-2022,P008,Face Cream,Cosmetics,East,12,61,9,700,8400,Summer
01-05-2022,P009,Perfume,Cosmetics,West,9,99,8,1500,13500,Summer
02-05-2022,P001,Basmati Rice,Grocery,East,28,98,2,60,1680,Summer
02-05-2022,P002,Wheat Flour,Grocery,West,33,81,4,40,1320,Summer
02-05-2022,P003,Cooking Oil,Grocery,East,23,80,2,150,3450,Summer
02-05-2022,P004,Cotton Shirt,Clothing,South,20,79,7,800,16000,Summer
02-05-2022,P005,Denim Jeans,Clothing,North,15,98,7,1200,18000,Summer
02-05-2022,P006,Winter Jacket,Clothing,West,6,37,5,2500,15000,Summer
02-05-2022,P007,Lipstick,Cosmetics,South,8,97,13,500,4000,Summer
02-05-2022,P008,Face Cream,Cosmetics,West,13,75,7,700,9100,Summer
02-05-2022,P009,Perfume,Cosmetics,South,4,42,8,1500,6000,Summer
03-05-2022,P001,Basmati Rice,Grocery,East,34,88,4,60,2040,Summer
03-05-2022,P002,Wheat Flour,Grocery,East,43,83,4,40,1720,Summer
03-05-2022,P003,Cooking Oil,Grocery,North,57,123,4,150,8550,Summer
03-05-2022,P004,Cotton Shirt,Clothing,West,16,78,8,800,12800,Summer
03-05-2022,P005,Denim Jeans,Clothing,West,13,102,9,1200,15600,Summer
03-05-2022,P006,Winter Jacket,Clothing,North,9,44,5,2500,22500,Summer
03-05-2022,P007,Lipstick,Cosmetics,North,10,49,7,500,5000,Summer
03-05-2022,P008,Face Cream,Cosmetics,East,12,66,7,700,8400,Summer
03-05-2022,P009,Perfume,Cosmetics,East,7,92,11,1500,10500,Summer
04-05-2022,P001,Basmati Rice,Grocery,South,31,91,3,60,1860,Summer
04-05-2022,P002,Wheat Flour,Grocery,West,35,120,2,40,1400,Summer
04-05-2022,P003,Cooking Oil,Grocery,West,58,142,4,150,8700,Summer
04-05-2022,P004,Cotton Shirt,Clothing,West,12,96,8,800,9600,Summer
04-05-2022,P005,Denim Jeans,Clothing,West,6,63,5,1200,7200,Summer
04-05-2022,P006,Winter Jacket,Clothing,South,9,61,7,2500,22500,Summer
04-05-2022,P007,Lipstick,Cosmetics,North,7,90,10,500,3500,Summer
04-05-2022,P008,Face Cream,Cosmetics,East,5,81,12,700,3500,Summer
04-05-2022,P009,Perfume,Cosmetics,North,9,46,9,1500,13500,Summer
05-05-2022,P001,Basmati Rice,Grocery,North,36,92,4,60,2160,Summer
05-05-2022,P002,Wheat Flour,Grocery,North,48,93,2,40,1920,Summer
05-05-2022,P003,Cooking Oil,Grocery,South,48,108,4,150,7200,Summer
05-05-2022,P004,Cotton Shirt,Clothing,North,14,61,6,800,11200,Summer
05-05-2022,P005,Denim Jeans,Clothing,East,6,89,9,1200,7200,Summer
05-05-2022,P006,Winter Jacket,Clothing,West,24,84,6,2500,60000,Summer
05-05-2022,P007,Lipstick,Cosmetics,West,13,62,8,500,6500,Summer
05-05-2022,P008,Face Cream,Cosmetics,East,8,83,10,700,5600,Summer
05-05-2022,P009,Perfume,Cosmetics,East,7,86,12,1500,10500,Summer
06-05-2022,P001,Basmati Rice,Grocery,West,52,143,4,60,3120,Summer
06-05-2022,P002,Wheat Flour,Grocery,East,57,130,3,40,2280,Summer
06-05-2022,P003,Cooking Oil,Grocery,South,54,128,4,150,8100,Summer
06-05-2022,P004,Cotton Shirt,Clothing,East,14,113,5,800,11200,Summer
06-05-2022,P005,Denim Jeans,Clothing,East,8,54,8,1200,9600,Summer
06-05-2022,P006,Winter Jacket,Clothing,West,7,89,7,2500,17500,Summer
06-05-2022,P007,Lipstick,Cosmetics,South,4,85,7,500,2000,Summer
06-05-2022,P008,Face Cream,Cosmetics,West,9,39,11,700,6300,Summer
06-05-2022,P009,Perfume,Cosmetics,North,12,65,10,1500,18000,Summer
07-05-2022,P001,Basmati Rice,Grocery,East,23,109,2,60,1380,Summer
07-05-2022,P002,Wheat Flour,Grocery,North,58,99,3,40,2320,Summer
07-05-2022,P003,Cooking Oil,Grocery,North,32,76,2,150,4800,Summer
07-05-2022,P004,Cotton Shirt,Clothing,East,15,60,9,800,12000,Summer
07-05-2022,P005,Denim Jeans,Clothing,North,16,64,9,1200,19200,Summer
07-05-2022,P006,Winter Jacket,Clothing,South,10,109,9,2500,25000,Summer
07-05-2022,P007,Lipstick,Cosmetics,East,6,93,7,500,3000,Summer
07-05-2022,P008,Face Cream,Cosmetics,North,11,65,9,700,7700,Summer
07-05-2022,P009,Perfume,Cosmetics,South,14,54,11,1500,21000,Summer
08-05-2022,P001,Basmati Rice,Grocery,North,39,135,3,60,2340,Summer
08-05-2022,P002,Wheat Flour,Grocery,East,46,111,2,40,1840,Summer
08-05-2022,P003,Cooking Oil,Grocery,North,41,75,3,150,6150,Summer
08-05-2022,P004,Cotton Shirt,Clothing,North,11,73,8,800,8800,Summer
08-05-2022,P005,Denim Jeans,Clothing,North,18,76,5,1200,21600,Summer
08-05-2022,P006,Winter Jacket,Clothing,North,19,70,5,2500,47500,Summer
08-05-2022,P007,Lipstick,Cosmetics,North,12,68,13,500,6000,Summer
08-05-2022,P008,Face Cream,Cosmetics,East,14,71,7,700,9800,Summer
08-05-2022,P009,Perfume,Cosmetics,West,13,99,8,1500,19500,Summer
09-05-2022,P001,Basmati Rice,Grocery,South,25,97,4,60,1500,Summer
09-05-2022,P002,Wheat Flour,Grocery,North,56,91,3,40,2240,Summer
09-05-2022,P003,Cooking Oil,Grocery,North,34,111,3,150,5100,Summer
09-05-2022,P004,Cotton Shirt,Clothing,South,14,103,8,800,11200,Summer
09-05-2022,P005,Denim Jeans,Clothing,West,15,86,7,1200,18000,Summer
09-05-2022,P006,Winter Jacket,Clothing,West,5,75,5,2500,12500,Summer
